text,rating
Too much social commentary not enough Barbieafuschiaperfume25 July 2023Warning: Spoilers11 out of 15 found this helpful. Was this review helpful? Sign in to vote.Permalink,6
"Best for Ryan Gosling Gives a really great performance actingmckai-8954619 July 2023I am a man but watched this movie it's awesome Margot Robbie very beautiful but i like the performance of Ryan Gosling a lot this movie It's full of imagination and it surprises me a lot.Especially if anyone is a Barbie fan, let me tell you, this event is very satisfying.Even I'm not looking fun. And in the movie part, it's bad comedy and teasing yourself (Warner) quite a bit .. You have to go and see for yourself and you will definitely laugh.Ryan Gosling's acting is so good, I'm sure there's a lot of laughs out there during filming.This is another very good performance for this man.What the movie does is like imagination that doesn't have to care about logic. Let's just say the story is like we're playing with dolls and assuming the role of that character...126 out of 367 found this helpful. Was this review helpful? Sign in to vote.Permalink",9
"A Hot Pink Messaherdofbeautifulwildponies26 July 2023Before making Barbie (2023), Greta Gerwig single-handedly directed two films: Lady Bird (2017) and Little Women (2019). Both were about girls on the precipice of adolescence, both had nuanced and layered portrayals of mother-daughter relationships, both combined imaginative visuals with clever dialogue. Both were very, very good. Given those credentials, one may expect Barbie to be as intelligent, convincing and amusing a picture - and, well, it isn't.The fantasy comedy begins in Barbie Land, a place where Barbie (played by Margot Robbie) is having the best day every day, in the company of other Barbies and, occasionally, Kens. The designs, costumes, and cinematography do an excellent job re-creating the Mattel vision in its pink plastic perfection. The introduction is referential but not overtly reliant on what is external to the film; it is smartly self-aware and presents a world where Barbie can be anything - a President, a Physicist, a Journalist, a Lawyer, or a Mermaid. Much like with the original toys, Ken () comes as an afterthought and 'only exists within the warmth of Barbie's gaze'.The plot is set in motion when Barbie begins having thoughts about death and, normally suspended in the state of standing on the balls of her feet, she feels her heels hit the ground. What follows is journey in reverse (the parallel is explicit) and, ultimately, a Pinocchio storyline of the doll in the Real World.If Barbie was fully dedicated to that conceit - as promised by the trailer - it could be an interesting exploration in the way of or . Instead, the film chooses to introduce a handful of conflicts, threats, and plot-lines that are never fully realised. What is the nature of the connection between a Barbie and the girl who plays with the doll in the Real World? What would happen if Barbie were put back in the box? Why is Gloria (), the receptionist at the Mattel headquarters and, later, Barbie's Real-World companion, depressed - and how is that eventually resolved? Why is Gloria's daughter Sasha () cross with her mother? Why does the board of Mattel spend one third of the film hiding in the bushes? Most importantly, the crux of the third-act conflict - set in Barbie Land now renamed 'Kendom' - contradicts what had been previously established about that world and its inhabitants.Towards the finale, the production evolves into explicit commentary on gender roles. One side is presented as clueless and attention-seeking, while the other is manipulative and vengeful. The film repeatedly takes offence with 'mansplaining', yet behaves in a blithely patronising manner towards the viewer. Much of what is declared is not supported by what has been shown, and the picture relies on the presumed prior experience of the audience, rather than on storytelling. While the denouement includes one of the film's highlights, the musical number 'I'm Just Ken', the ending does not resolve (or acknowledge) much, and the final scene is reductive to the point of being offensive.Barbie is very easy on the eye, and the acting ranges from competent to inspired, with praiseworthy performances by the leading actors. Margot Robbie is pitch-perfect as Barbie, and Ryan Gosling shines as her counterpart, often stealing the show. Situational comedy and slapstick mostly land, while some of the bon mots are funny, yet hardly plausible when spoken by the characters.If only this were better written. If only the joyride in the pink convertible did not leave you with blond hair in your mouth.10 out of 19 found this helpful. Was this review helpful? Sign in to vote.Permalink",6
"Now I am become Barbie Girl, the enjoyer of Barbie worldscmdown-5050629 July 2023I have been waiting for this to release for so long and I finally got to watch it today. I absolutely loved it! It was fun, it had Margot Robbie (and extra stuff for Tarantino's out there if you know what I mean) And it had some absolute bangers! What more could you want from a new summer classic?Honestly the depth of the story ain't there but what do you expect from a film about a Barbie? Lol I'll probably go back and watch it again tbh and I'll probably purchase it once it releases on blu ray as I did rather enjoy it (seriously my mouth hurts from smiling and laughing) there are some touching moments where Robbie really shines I just wish there were a little more because as everyone I absolutely adore Margot and her films.Anyway Barbie is a blast. It's a definite recommend on my list.3 out of 6 found this helpful. Was this review helpful? Sign in to vote.Permalink",9
"The clash of the decadezebthered26 July 2023Barbie vs Oppenheimer, was an amazing event to take place, if you want to say they were even going against each other, it was very enjoyable to see this take place though.But as for Barbie the movie was okay in my opinion, it was no doubt hilarious and joyful, I would probably rewatch it for that reason. But the movie itself just kind of lacked something, I think the story was okay, had some good messages. Some parts just didn't work well, the storyline of the daughter didn't make sense, because one scene she's mean and terrible then all of the sudden she's nice, just didn't work that well.But overall it was just okay, probably won't watch it again.4 out of 5 found this helpful. Was this review helpful? Sign in to vote.Permalink",6
"Way too preachygianthaole23 July 2023My wife and I did the double feature of Barbie and Oppenheimer. Barbie started off strong and Ryan Gosling is very funny in the movie. The problem is none of the Barbies are in a comedy. This movie should have been 90 minutes of comedy. It maybe could have had a simple heartfelt moment between a mom and her daughter but this movie has several preachy moments that made me wonder, who is this movie for? Little girls won't enjoy this, teenage girls won't enjoy this, adult women won't enjoy this. So who is the target audience? Who are the preachy moments for? If you are thinking of watching something this month, choose Sound of Freedom or Mission Impossible.28 out of 36 found this helpful. Was this review helpful? Sign in to vote.Permalink",4
"Greta Gerwig MasterpieceA7medSalah19 July 2023A fun and clever enough comedy and twist on the world's most famous doll with wonderful production values, a charming Margot Robbie and an absolute hilarious Ryan Gosling.Ultimately, Barbie is so many things: a stereotype, a toy, an idea; a vessel of imagination; a cultural relic. But in Gerwig's trusted hands, this is Barbie like you've never seen her before.Cinematography is great here, Set pieces are outstanding and the Soundtrack is a masterpiece.I want to take a minute to take about Greta Gerwig she is so clever and talented hope this movie will push her to direct big blockbuster movies that she deserves.87 out of 347 found this helpful. Was this review helpful? Sign in to vote.Permalink",8
"Exceeds Expectationsasayed-6312123 July 2023If you told me a few years ago that one of the best movies in 2023, and arguably the highest-grossing one is going to be Barbie, I would have laughed and called you crazy. But here we are, and the atmosphere in the theatre felt like a cultural revolution, which can become ""You just had to be there"" moment for the Gen-Zs.Through the medium of this film, Greta Gerwig expresses the frustrations of all women, and at the same time presents a satirical take on patriarchy. The movie praises Barbie for being a feminist icon, but at the same acknowledges it's regressiveness. Ken is basically every man who embodies patriarchal ideals just for being rejected, as he feels accepted in the real world but gets ignored in the Barbieland, which was a stark reflection on how women feel in the real world. At the end, it has a beautiful message for all women.The script is genuinely funny with bucket-load of hilarious moments and lines. Ryan Gosling brings his A-game as Ken, saying that his expressions are hilarious would be an understatement. Ryan has basically understood the assignment. Margot Robbie was basically born to play the role of Barbie, as she fits into the role to a T. You can feel her as she is going through an existential crisis.The set-design and costumes were praiseworthy and clearly deserves an Oscar nod. The costumes of each Barbies and Kens have been designed so beautifully and intricately, that it bears a mention. The buildings in Barbieland have also been created with love and passion for the universe. The architecture of the movie is a visual treat for the audience.The cinematography of the film does a good job of presenting the Barbie with glitz and glitter. It is pink and completely unapologetic about it.The soundtrack is an icing on the cake. 'I am just Ken' is still stuck on my mind, as I am penning down this review. However, I do feel that the supporting cast was wasted, as thsy had very little to do.In conclusion, the movie is a popcorn-muncher but at the same time delivers a heartfelt message which is very important for the world.15 out of 49 found this helpful. Was this review helpful? Sign in to vote.Permalink",9
It's a silly moviesuf-5471921 July 2023Warning: Spoilers43 out of 72 found this helpful. Was this review helpful? Sign in to vote.Permalink,6
"So fun and charming!mafiagirl-2143123 July 2023So i've just got back from theaters and all i got to say is wow, that was such a fun, funny, charming movie and the Barbie world was just so colorful ! ( which we knew from the trailers )Now before you say anything... no, this movie doesn't hate men, if anything it understands men's struggles just as much as women's, i was scared that the movie whould demonizes(?) Ken too much but he was really funny and you could see where he was coming from, with him always being in Barbie's shadows and all thatSpeaking of Barbie, Margot Robbie is the perfect Barbie, she was so perfect that now i have difficulties imagining anyone else as the role of a life action Barbie, and look, i'm not saying this is the best movie of the year but for now... it's the one i liked the most.18 out of 65 found this helpful. Was this review helpful? Sign in to vote.Permalink",8
"Good but not for under 12'sedwardrevans28 July 2023I saw this movie tonight and it was very entertaining but if your a parent and have young Children THEY WILL GET BORED as this is not a kids movie, it is on a higher intellectual plain than that. You could honestly say this is a movie for feminists, now thats not a bad thing as I saw it with my daughter and have always encouraged her to be whoever she wanted to be and played with Barbie when she was young (she's 23 now) .This movie has it's moments of comedy and is well done especially when in the Barbie world and has been well thought out and written. Cast very well as the two leads carry the movie and i'm sure there will be a sequel. But remember this is not a KIDS movie.3 out of 4 found this helpful. Was this review helpful? Sign in to vote.Permalink",7
"She's everything! He's just Ken.Reviews2u29 July 2023Fantastic movie! The writing and storyline is so much deeper than I could have imagined for a Barbie movie. I loved this movie so much that I saw it twice opening week and plan to buy it once it hits streaming. I think women and girls of all ages will love it. I know plenty of guys who like it as well. It's smart, funny, clever, deep, thoughtful, etc. I was actually in tears during the America Ferrera monolog. These actors are all amazing. Margot Robbie and Ryan Gossling were the perfect Barbie and Ken. The music was amazingly hilarious. The Ken battle scene cracked me up so much. Greta Gerwig is a phenomenal. I loved her version of Little Women and this is every bit as good. Barbie is a must see. Don't wait, go see it now!5 out of 10 found this helpful. Was this review helpful? Sign in to vote.Permalink",1
"Just a little emptyagjbull23 July 2023I really wanted to enjoy this and I know that I am not the target audience but there were massive plot holes and no real flow. The film was very disjointed. Ryan Gosling as good as he is seemed to old to play Ken and Will Ferrell ruined every scene he was in. I just didn't get it, it seemed hollow artificial and hackneyed. A waste of some great talent. It was predictable without being reassuring and trying so hard to be woke in the most superficial way in that but trying to tick so many boxes it actually ticked none. Margo Robbie looks beautiful throughout, the costumes and the sets were amazing but the story was way too weak and didn't make much sense at all.15 out of 22 found this helpful. Was this review helpful? Sign in to vote.Permalink",6
"Barbie is On Her Way to the OscarsMini13519 July 2023When I first knew there was a Barbie movie in production, a live action, I thought ""It should be as bad as the others movies""... When I notice was Greta Gerwig making the movie, my expectation get higher. Then, when I saw the cast, my expectations were even higher!I went to watch this movie in the premiere and I can assure you this movie is a masterpiece.It's purposely not realistic, has an excellent director and an excellent production and story.There are lots of fun moments, but this movie is a satire to the life of Barbie.The fact that compares the dream life of Barbie to the real life in the real world it's fantastic. It's a never seen thing. It compares the women's mistreatment, the real tragedy's... it's a real good idea... Everything in this movie is really good. Go watch this movie. It deserves you attention.106 out of 391 found this helpful. Was this review helpful? Sign in to vote.Permalink",9
"It's alrightcaptainsermig21 July 2023""If you brought a 7 year old girl to see this movie she would neither have fun nor be happy at all"" And this was my girlfriend's statement as soon as we left the cinema.I see it as an ok movie, occasionally very entertaining but overall chaotic, a bit cliché and even boring at times.Solid 6, i've seen worse but pales in comparison to The Lego Movie and other ""nostalgic intellectual property movies"" such as Mario Bros, which can contain deep messages without ruining the whole thing as I feel Barbie did.I have to give credit to the numerous exhilarating scenes with the Kens and the CEO, stereotyping done right IMHO.40 out of 69 found this helpful. Was this review helpful? Sign in to vote.Permalink",6
"Hardly any laughter in my theater, though perhaps the film wasn't meant to entertainSureCommaNot25 July 2023In one sense, this film was more inevitable than Thanos. What do you get when you're part of a society that fuels existential crises, by constantly eroding definitions and structures? Barbie and Ken aren't exactly human (they don't even have genitals); they're embodied ideas, and so they face this amorphous crisis of identity that pits their presuppositional views of a happy society against that of the ""real world."" But their perception of the real world is like seeing a plane for the first time and therefore thinking it's a dragon. So how much can an audience glean from the pontifications of characters who are essentially children? I would have greatly preferred scriptwriters more well-versed in sociology as well as comedy, writers who understand not only American ideals, and how those ideals have shifted, but the role that Barbie has played along the way. I get the sense that the writers here just KNOW Barbie had some impact, without really understanding much beyond that. There was so much to explore, and it could have been shown situationally, rather than through heavy-handed exposition.Off-screen, apparently Ken had some interesting realizations about his misunderstandings of patriarchy, and Barbie had some realizations about how she treated Ken, but we don't get to see any of this nuance actually played out. Hugely missed opportunities there.Bottom line: As fantastic as Robbie and Gosling were, I wish this movie just didn't exist. Keep the cast, but try again with a much better script and director.16 out of 20 found this helpful. Was this review helpful? Sign in to vote.Permalink",3
"There is an art-house movie under all that pinkbjacob21 July 2023I tend to gravitate towards French cinema and the classics; the idea of watching a franchise movie about Barbie seemed mildly repellent at first. Well, I am glad I kept an open mind.This is a riotously funny, zany meta comedy with touches of Wes Anderson and Bollywood; yet also strangely affecting. The idea of giving a plastic doll an existential crisis may seem gimmicky, yet it works. The cracks showing in the perfect façade of the perfect Barbie world are rendered through metaphors that hit the mark, full of a strange melancholia. I am usually put off by sentimentalisms: here, thankfully, they are kept at a bare minimum, even in the ending.Overall, I am astonished this film exists at all. I imagine the authors meeting with a slightly distracted Mattel executive, being given a gazillion of dollars with the vaguest of briefs, and running away with it, to make a film that would send any corporate committee into a tailspin -- I imagine a first projection with the producers fainting and having a heart attack -- yet also make them laugh all the way to the bank. However it happened, chapeau. I am glad I went, I'll buy the dvd as well. I can see myself rewatching it to be sure I got all the micro gags and layers of meaning, but also putting it on when I need a little pick me up.19 out of 76 found this helpful. Was this review helpful? Sign in to vote.Permalink",9
"A darkly satirical look at gender structure in societyMrDHWong21 July 2023""Barbie"" is a comedy film based on the line of fashion dolls by Mattel. Directed and co-written by Greta Gerwig (""Lady Bird"", ""Little Women"") and starring Margot Robbie and Ryan Gosling, it takes every opportunity to revel in its amusing premise with a darkly satirical look at gender structure in society.In Barbieland, a matriarchal utopia where all women are successful, Stereotypical Barbie (Margot Robbie) lives a happy life spending time with her female friends and hanging out with her boyfriend Stereotypical Ken (Ryan Gosling). One night at a dance party, Stereotypical Barbie suddenly finds herself contemplating her own mortality and worries about what her future holds. The next day, Stereotypical Barbie discovers she is now unable to follow her usual routine, which results in her perfect skin breaking out in blemishes. After following advice from Weird Barbie (Kate McKinnon), Stereotypical Barbie travels in her convertible to the real world to meet the child who plays with her, unaware that Stereotypical Ken has stowed away onboard.If you had to name a more iconic doll associated with little girls, I'm sure nearly everyone's first pick would be none other than Mattel's Barbie. Since first being launched back in 1959, Barbie has taken the world by storm, with the doll filling many different roles, including but not limited to a doctor, lawyer, astronaut, and even President of the United States. There have also been many movies made that star Barbie in leading roles, all of which have been CGI animated and released exclusively to video and streaming sites. Now adding to that catalogue, Greta Gerwig's live action cinematic feature titled simply ""Barbie"" is not only a fantastic send-up of gender roles but also a great comedy film in its own right that virtually everyone can enjoy regardless of age, gender, or political leaning.What could have been another generic film for parents to put on in the background to keep their young daughters quiet is actually one of the cleverest deconstructions of the world's view of the societal hierarchy since 2014's ""The LEGO Movie"". When we first see Barbieland, it is shown to be a bustling, exuberant paradise that is perfect for all of its inhabitants. That is, of course, only if you are a woman, and not one of the ""Kens"" where their enjoyment is based solely on being an accessory to the other ""Barbies"". It is obvious that this is a place where men cannot make a name for themselves, which sets in motion Stereotypical Ken's desire to travel with Stereotypical Barbie into the real world. Upon arriving, Ken learns that this new place is the mirror opposite of Barbieland, with real life society valuing patriarchy over matriarchy. In any normal instance, I would have rolled my eyes watching a movie allude to contentious political matters like this, but I quickly realised that the film is actually attacking both sides of the spectrum in the best way possible. In Barbieland, the matriarchy causes the women to exude toxic femininity towards men while in the real world we see the patriarchy make men show off their toxic masculinity towards women. Neither of these are glorified and where this film succeeds greatly is in the way it cleverly informs the audience that the extremes on both ends are what causes problems with society and that too much of either always leads to bad results.In addition to satirising gender norms, the film also functions as an amusing, gag-packed standalone comedy for casual viewers as well. There were a number of moments where I found myself laughing out loud at some of the jokes being made about the autonomous way Barbieland's populace live their lives. For instance, the Barbies are incapable of touching the ground with flat feet due to their default designs being made for high heel shoes. Also, the Kens are almost always seen at the beach awaiting instructions from the other Barbies, only for most of them to be ignored. However, some of the film's most hilarious parts occur when Barbie and Ken are in the real world, allowing for some humorous fish-out-of-water scenes involving their interactions with real people. There's even the occasional jab taken at Mattel themselves, parodying the commercialism surrounding Barbie and all her accessories. While not every single joke lands, there are so many of them that for every one that fails there are plenty of others that work just fine. In fact, without giving it away, this film has one of the funniest closing lines to a movie I've ever heard, so much so that it actually caught me off guard during my initial viewing.I also liked the practical production design of this movie, with minimal CG giving Barbieland a real toy-like aesthetic. As one might expect, the most prominently used colour here is pink. Nearly everything important in this world is pink - pink houses, pink beds, pink lamp posts, etc. Believe it or not, there was actually a worldwide shortage of pink paint due to the amount that was used to make this place look as authentically girly as possible. Later when Barbie and Ken are exploring the outside world, things look decidedly ordinary but since they are still wearing their brightly-coloured outfits, the two to stick out like a sore thumb from everybody else. It's rare for a film to effectively use its colour palette to evoke comedy so effectively and this one handles it in a way that all ages will understand it.As a Barbie girl living in her Barbie world, Margot Robbie is clearly having a great time portraying this stereotypical version of the iconic doll. The fact that there's nothing especially noteworthy about this specific Barbie means that she has the most room to grow as a character. Robbie's Barbie is friendly, fun-loving, but blissfully ignorant of what her boyfriend Ken truly wants with her. Though not outright malicious, she inadvertently makes Ken feel unwanted due to her conditioned attitude towards all the other Kens in her world. What I liked best about Robbie's performance was the way she shows an open-mindedness to the character. She is curious about what type of world lies beyond Barbieland and whether things will be the same or different to what she is used to. It would have been easy to have made this Barbie a man-hating blonde bimbo with no capacity for independent thought but rather she remains pleasant towards everyone and is willing to learn about new experiences on her journey.Whether intentional or not, I think Ryan Gosling's version of Ken steals the movie practically every time he is shown on screen. Maybe it's because I'm so used to seeing Gosling play stoic, subdued roles but watching him come to life as this version of Barbie's boyfriend was quite a surprise. Although this isn't the first comedic role Gosling has played, it is here that he effectively demonstrates all the humorous possibilities he is capable of as an actor. We watch Ken try to surf at the beach as a means to impress Barbie, only to realise he cannot ""swim"" in the placemat water. Later, he tries to apply for certain jobs in the real world based solely on his gender, but is told that he needs proper qualifications in order to be taken seriously by employers. There's just something about the way Gosling is able to showcase such loveable pathos as Ken that makes you want to see how he can become more than just the generic partner of his more famous girlfriend.From the perspective of a 30-something heterosexual man who has never once expressed interest in playing with dolls, the film ""Barbie"" pulls off the miraculous task of transcending above its stereotypical audience of young girls to appeal to all viewers instead. It offers an observant satire about the world's views on gender roles while also functioning as an amusing comedy film packed with jokes galore. No matter what your general opinion on Barbie may be, whether you love her as an entertaining toy or hate her because you don't care for what she represents, this movie has you covered on both fronts. In that regard, this film has done its job.I rate it a solid 9.26 out of 134 found this helpful. Was this review helpful? Sign in to vote.Permalink",9
"Great acting but why this movie?moriumemoltre20 July 2023I was really surprised about how much i liked Ryan Gosling in this. I had totally forgot about his comedic talent and timing. The movie works. There is definitely a moral message in this, even though I believe the majority of viewers will be too distracted by Margot Robbie and Ryan Goslings great performances and all of the comedy elements in this and the fact that the script is hardly worth being filmed. I feel like with a different script they could have created something truly great.Over all it's a fun family movie to enjoy together. I watched this and afterwards Oppenheimer last night and I am truly glad I did it in that order, because I doubt that I would have been able to enjoy this even nearly as much if I had watched Oppenheimer first.42 out of 76 found this helpful. Was this review helpful? Sign in to vote.Permalink",6
"Drop the kids at Oppenheimer the adults can see a real, philosophical masterpieceNewgenW19 July 2023I'm not someone who often watches comedies, so they don't make me laugh much, but if they all became as funny as Barbie, I might give it another go.Because I really laughed out loud during the film.It did away perfectly with the comedy and the moralizing, a bit deeper, philosophical stuff.Of course, the soundtrack is top-notch, the sets are breathtaking and there's Ryan Gosling: the main reason I came.In addition to all that, this film is a good critic of patriarchal rule, without overdoing it. It questions gender roles in a fluid way, and brings existential questions to the fore.By the way, I don't understand the opinions of those who didn't like the film because it promoted feminism. Whereas Barbie is literally an invention designed to make women feel as important as men in society, to break down stereotypes and glorify gender equality.Ok whatever, go and see it, it's worth it.83 out of 324 found this helpful. Was this review helpful? Sign in to vote.Permalink",8
"Overhyped movie, had its moments thoughhyllus-0126223 July 2023The first half was pretty enjoyable, fun, light, but it took itself too seriously by the second half. No longer allowing the talented cast, especially Gosling, to shine and make us laugh. It felt like the talents of Will Ferrell and Michael Cera were also somewhat underutilized. Interesting concept, had potential, but later in the movie, it definitely started to fall flat for me.Ryan Gosling definitely held this movie together for me, without the laughs he gave me, it would've definitely been lower than 6. I think there was just too much of a push to bring politics into the movie. Some is fine, but it enveloped the movie entirely by the end. Whether or not any of the political stuff was accurate, it felt forced and out of place.32 out of 46 found this helpful. Was this review helpful? Sign in to vote.Permalink",6
"Greta shows real power of woman in BarbieGusherPop21 July 2023Greta Gerwig's Barbie explores creation myths in Barbieland, a parallel universe populated by Mattel dolls. The director uses the toy conglomerate's vast archive and successful products as tools to create a rich and weird material. The movie is a clever send-up of Barbie dolls and their legacy, featuring light-hearted jokes that poke fun at Mattel, the doll's lore, and the contradictions of our sexist society. The director's storytelling is impressive, and the film's humor is both lighthearted and chuckle-worthy. Gerwig's Barbieland, created by Sarah Greenwood and Jacqueline Durran, is a pink fever dream with funky compositions by Mark Ronson and Andrew Wyatt, bubblegum anthems by Dua Lipa, Nicki Minaj, and Ice Spice. The film features plastic trees and identical two-story Barbie dream homes, with flying being the preferred mode of transportation. The production design and costuming are exceptional, showcasing Gerwig's passion for details and her ability to create a dreamlike world. Barbieland is a feminist utopia in which Barbies serve as presidents, Supreme Court members, doctors, physicists, Nobel prize winners, and cancer cures. The dolls are not structurally different from our world, but they are represented by political fantasy and decade-dependent what-ifs. Barbie has gone to space, could vote, and own property before many human women, and her appearance has changed to mirror society's beauty politics. The representational doll has become an extension of political fantasy, reflecting the beauty politics of society. Gerwig features a cast of Barbies, including Issa Rae, Emma Mackey, Alexandra Shipp, and Hari Nef. Stereotypical Barbie (Margot Robbie) is the protagonist, a blonde-haired, blue-eyed Barbie created by Ruth Handler. Her Ken counterpart, Ryan Gosling, is portrayed with humor and heart. They are a version of Eve and Adam, with their fall being dramatic. Barbie finds her perfect life hampered by existential thoughts and seeks answers from Weird Barbie (Kate McKinnon), a doll with a traumatic history. Stereotypical Barbie, with Ken, heads to real-world Los Angeles to find her little girl. The relationship between Barbies and their human owners is tenuously outlined, so it's best not to think too deeply about how it all works. Robbie's performance in Gerwig's Barbie highlights the tension between Barbie as an object and subject. Her expressive eyes and physical presence reveal the human world's forces, while her rigid presence in Barbieland suggests she's not less rigid in the real world. Despite the director's skill in capturing deeper themes, the film's ominousness and muddied politics suggest it ultimately serves a brand. The film's ominousness and muddied politics suggest the film serves as a brand. Gerwig's film Barbieland is a mix of fun and emotional depth, with a tension between keeping Barbie entertaining and blending her source material with previous projects. After a detour, Barbie returns home to find Ken's patriarchal knowledge has transformed Barbieland. The screenplay, by Gerwig and Noah Baumbach, avoids familiarity and mockery, but the moments that aren't just funny are buried in important monologues, making the gestures feel politically hollow. The film's mandate is too ambitious, making it feel politically hollow.30 out of 170 found this helpful. Was this review helpful? Sign in to vote.Permalink",1
"I'll beach you off so hardFeastMode20 July 2023I had no idea what to expect going into Barbie. I had no interest in seeing a movie about Barbie but was immediately sold on the highly talented Margot Robbie and the awesome Ryan Gosling. But I was still nervous that the comedy would be aimed strictly at women and would be difficult for a guy to enjoy.To my surprise, I didn't feel that at all. This movie is hilarious. It's the kind of stupid-funny I love, the kind usually reserved for ""dude movies."" Something you're more likely to see in a Will Ferrell movie. I was not aware Ryan Gosling could be so funny.Even though the majority of the movie is silly and fun, Margot Robbie still gives a great performance, as usual. She continues to prove she's a star. And most of the supporting cast are welcomed additions.I found Barbie highly entertaining. I think most will enjoy it, except maybe guys who are sensitive to anything empowering women or making fun of men. That's not me. The parts that made me laugh the most are the jokes about the guys.(1 viewing, early fan screening UltraScreen 7/19/2023)33 out of 104 found this helpful. Was this review helpful? Sign in to vote.Permalink",7
"Creatively Brilliantlisacarlson5022 July 2023Brilliantly written by Greta Gerwig and Noah Baumbach. Everyone in this is fantastic. It's a wink at nostalgia and commentary on society. Never played with Barbies but my daughter did. Tribute to the inventor of Barbie, Ruth Handler. Helen Mirren narrates. Kate McKinnon almost steals the movie. Not a movie for little kids but most of the references will probably go over their heads. My girlfriend and I laughed out loud many times. It's about 20 minutes too long for my taste. The music is spot on. It's a perfect summer movie. Guess what? It has value and substance. Margot Robbie is not only gorgeous but more importantly, she's highly intelligent as actor and producer. This movie is going to make bank!13 out of 51 found this helpful. Was this review helpful? Sign in to vote.Permalink",1
"Witty, funny but severly sterotypicaltrinculodino19 July 2023Warning: Spoilers44 out of 86 found this helpful. Was this review helpful? Sign in to vote.Permalink",6
A missed opportunitythemurphys-1171026 July 2023Warning: Spoilers9 out of 9 found this helpful. Was this review helpful? Sign in to vote.Permalink,3
"Better than I thought.dweston-3866928 July 2023Whilst not being a particular fan of (overly kooky) writer/actor/director Greta Gerwig or the recent efforts of her husband and Co writer Noah Bambaugh, this surprised me as a sharp and hugely enjoyable Toy Story/Trueman Show mash up, that will appeal to most families.Margot Robbie is excellent in the lead, much better than the over caffeine performance she gave in Babylon this year, she shows great heart and soul with good comic timing.As does Ryan Gosling, who like Colin Farrell can actually do comedy. He isn't afraid of showing himself up.It's well written and has something to say. It's also well shot and designed.Even Will Ferrell is good, though he's in a supporting role, so that helps!Out of all the summer blockbusters this year, this is the winner- and yes it's better than Oppenheimer!I could watch it again, something I couldn't do with aforementioned film.1 out of 1 found this helpful. Was this review helpful? Sign in to vote.Permalink",B
"Wildly misunderstood by the poor reviewers.anniebleasdale-9770823 July 2023Unfortunately, most reviews that I've read here that score this film poorly explain so clearly that the reviewer did not understand the message of the film. It is not anti-men, it does not portray men as ""stupid"". Take a moment to think about how women have been portrayed in movies over the last century - oh yes, just as Ken is here! The movie exaggerates this, yes. That is the point. To clearly (and humourously) highlight the inequalities when the roles are reversed. Stop being offended by something that isn't offensive and take a bit of time to actually think about the film that you have watched.The film was fun, emotional, moving, sad and empowering in many ways. I must admit I hadn't expected to enjoy this film, but wow, what a surprise!41 out of 116 found this helpful. Was this review helpful? Sign in to vote.Permalink",9
"It's not what you think.willsfamily1129 July 2023I am a MASSIVE and lifelong Barbie fanatic. I went in to this movie absolutely pumped. I came out of the movie blown away. Typical of Barbie, she blew me away with the absolute depth of her message. America Ferrera's monologue in Barbie Land had people clapping in the theatre. I appreciated it as a Mother, daughter, sister, wife and human being. The truth bombs she dropped got me right in the feels. I know. You are likely rolling your eyes and balking at the sheer IDEA that a BARBIE movie could be in any way profound. I say to you, you must not REALLY know Barbie then. This really was, if I think about it, in true Barbie fashion. Well done, my lady. Well done.2 out of 3 found this helpful. Was this review helpful? Sign in to vote.Permalink",1
"Boring Moviesriya-7687019 July 2023Dont fall for the 5 star reviews. This movie is extremely boring and goes on without a purpose even if it has it's hard to understand.Good humour but when they don't have anything to say they sing songs. Basically a musical movie, reminds me of High School Musical.Margot Robbie is amzing but Ryan Gosling steals the show not with his looks but his acting. He's the one who was gripping the movie. You will get to know about lot of Barbie you didnt know about.There will be moments where you'll be like whats going on? Why am i here ? Why didn't i book the tickets for oppenheimer early but this too shall pass.71 out of 118 found this helpful. Was this review helpful? Sign in to vote.Permalink",6
"Refreshing and Creative, More Than Just a GimmickDan_W_Reviews21 July 2023Barbie is a delightful and creatively refreshing comedy that breathes new life into the iconic doll's world. From the moment the film began, I was captivated by its smart and subversive storytelling, which cleverly blends meta-humour with a dash of eccentricity.The production design is a standout feature, a visually dazzling and wonderfully pink-themed universe. Margot Robbie's portrayal of Barbie is nothing short of impressive, skilfully capturing both the character's earnestness and humour. Her performance, combined with Greta Gerwig's skilful directing, makes for a truly entertaining and memorable experience.Throughout the film, I found myself chuckling at the witty humour and enjoying the unexpectedly bold take on what Barbie represents. The movie strikes a fine balance between honouring the iconic brand and playfully challenging its conventions, resulting in a unique and rewarding cinematic experience.While the film's intentions are commendable, there were moments when it felt like the themes could have been explored more deeply, leaving me slightly wanting more. Nonetheless, Barbie remains a fun and enjoyable ride, filled with charm and charismatic performances that made it stand out as one of the year's best comedies so far.In the end, Barbie proves to be much more than just a marketing gimmick, showcasing a refreshing take on a beloved cultural icon and making it a must-see for anyone seeking a smart, humorous, and visually arresting cinematic adventure.26 out of 128 found this helpful. Was this review helpful? Sign in to vote.Permalink",8
